St,fips,county,lat,long
IL,17065,Hamilton,38.085226,-88.539005
IL,17067,Hancock,40.405792,-91.167988
IL,17069,Hardin,37.517852,-88.266148
IL,17071,Henderson,40.815141,-90.93848
IL,17073,Henry,41.350021,-90.130838
IL,17075,Iroquois,40.748867,-87.833601
IL,17077,Jackson,37.786096,-89.381212
IL,17079,Jasper,39.004874,-88.150763
IL,17081,Jefferson,38.30078,-88.92421
IL,17083,Jersey,39.080192,-90.361365
IL,17085,Jo Daviess,42.362391,-90.211471
IL,17087,Johnson,37.460815,-88.882962
IL,17089,Kane,41.939594,-88.42804
IL,17091,Kankakee,41.139494,-87.861125
IL,17093,Kendall,41.58814,-88.430626
IL,17095,Knox,40.930941,-90.213761
IL,17097,Lake,42.326444,-87.436118
IL,17099,La Salle,41.343341,-88.885931
IL,17101,Lawrence,38.718954,-87.730221
IL,17103,Lee,41.747442,-89.299351
IL,17105,Livingston,40.894376,-88.552852
IL,17107,Logan,40.12907,-89.365308
IL,17109,McDonough,40.455789,-90.677579
IL,17111,McHenry,42.324298,-88.452245
IL,17113,McLean,40.494559,-88.844539
IL,17115,Macon,39.860237,-88.961529
IL,17117,Macoupin,39.2659,-89.926344
IL,17119,Madison,38.827082,-89.900195
IL,17121,Marion,38.648396,-88.920221
IL,17123,Marshall,41.031119,-89.342371
IL,17125,Mason,40.236993,-89.913575
IL,17127,Massac,37.216119,-88.705658
IL,17129,Menard,40.022569,-89.794133
IL,17131,Mercer,41.204791,-90.741433
IL,17133,Monroe,38.277983,-90.179078
IL,17135,Montgomery,39.228092,-89.478007
IL,17137,Morgan,39.716806,-90.202277
IL,17139,Moultrie,39.636896,-88.625726
IL,17141,Ogle,42.041884,-89.320176
IL,17143,Peoria,40.785999,-89.767358
IL,17145,Perry,38.084385,-89.368487
IL,17147,Piatt,40.009056,-88.592328
IL,17149,Pike,39.625106,-90.889034
IL,17151,Pope,37.417169,-88.542374
IL,17153,Pulaski,37.215615,-89.127755
IL,17155,Putnam,41.19894,-89.298386
IL,17157,Randolph,38.056515,-89.82121
IL,17159,Richland,38.71155,-88.085698
IL,17161,Rock Island,41.468404,-90.572203
IL,17163,St. Clair,38.470198,-89.928546
IL,17165,Saline,37.751653,-88.545031
IL,17167,Sangamon,39.756378,-89.662311
IL,17169,Schuyler,40.156905,-90.613464
IL,17171,Scott,39.63698,-90.477759
IL,17173,Shelby,39.384926,-88.798862
IL,17175,Stark,41.096908,-89.797411
IL,17177,Stephenson,42.349726,-89.665994
IL,17179,Tazewell,40.508074,-89.51626
IL,17181,Union,37.475104,-89.252875
IL,17183,Vermilion,40.18674,-87.726772
IL,17185,Wabash,38.445821,-87.839167
IL,17187,Warren,40.850441,-90.620223
IL,17189,Washington,38.353141,-89.417187
IL,17191,Wayne,38.431948,-88.432129
IL,17193,White,38.087372,-88.178585
IL,17195,Whiteside,41.750571,-89.910957
IL,17197,Will,41.448474,-87.978456
IL,17199,Williamson,37.730353,-88.930018
IL,17201,Winnebago,42.337396,-89.161205
IL,17203,Woodford,40.789596,-89.210301
IN,18001,Adams,40.745733,-84.936131
IN,18003,Allen,41.091855,-85.07223
IN,18005,Bartholomew,39.205843,-85.897999
IN,18007,Benton,40.608253,-87.315479
IN,18009,Blackford,40.472672,-85.32373
IN,18011,Boone,40.050892,-86.469014
IN,18013,Brown,39.192585,-86.23941
IN,18015,Carroll,40.58498,-86.565141
IN,18017,Cass,40.753799,-86.355169
IN,18019,Clark,38.476217,-85.711122
IN,18021,Clay,39.393951,-87.115837
IN,18023,Clinton,40.305944,-86.477567
IN,18025,Crawford,38.289433,-86.440871
IN,18027,Daviess,38.696155,-87.076988
IN,18029,Dearborn,39.151491,-84.97346
IN,18031,Decatur,39.30598,-85.499831
IN,18033,DeKalb,41.401189,-85.000185
IN,18035,Delaware,40.227165,-85.398856
IN,18037,Dubois,38.373344,-86.873385
IN,18039,Elkhart,41.600693,-85.863986
IN,18041,Fayette,39.639655,-85.185032
IN,18043,Floyd,38.317937,-85.911474
IN,18045,Fountain,40.121282,-87.234806
IN,18047,Franklin,39.409762,-85.066964
IN,18049,Fulton,41.050384,-86.265006
IN,18051,Gibson,38.317413,-87.580566
IN,18053,Grant,40.515758,-85.654946
IN,18055,Greene,39.0486,-87.005245
IN,18057,Hamilton,40.04987,-86.020586
IN,18059,Hancock,39.822604,-85.772904
IN,18061,Harrison,38.18644,-86.103681
IN,18063,Hendricks,39.768749,-86.510287
IN,18065,Henry,39.929576,-85.397338
IN,18067,Howard,40.483537,-86.114118
IN,18069,Huntington,40.826394,-85.478598
IN,18071,Jackson,38.911957,-86.042516
IN,18073,Jasper,41.017688,-87.118814
IN,18075,Jay,40.434972,-85.00338
IN,18077,Jefferson,38.783604,-85.44009
IN,18079,Jennings,38.996234,-85.628111
IN,18081,Johnson,39.495986,-86.0946
IN,18083,Knox,38.688663,-87.420182
IN,18085,Kosciusko,41.244293,-85.861575
IN,18087,LaGrange,41.642468,-85.426302
IN,18089,Lake,41.472239,-87.374337
IN,18091,LaPorte,41.549011,-86.744729
IN,18093,Lawrence,38.839815,-86.48782
IN,18095,Madison,40.166203,-85.722454
IN,18097,Marion,39.782976,-86.135794
IN,18099,Marshall,41.325003,-86.269036
IN,18101,Martin,38.705322,-86.801847
IN,18103,Miami,40.772881,-86.044259
IN,18105,Monroe,39.160751,-86.523325
IN,18107,Montgomery,40.040296,-86.892715
IN,18109,Morgan,39.482646,-86.447457
IN,18111,Newton,40.962399,-87.402172
IN,18113,Noble,41.400794,-85.41785
IN,18115,Ohio,38.940527,-84.964299
IN,18117,Orange,38.547381,-86.489257
IN,18119,Owen,39.317339,-86.838845
IN,18121,Parke,39.77425,-87.19695
IN,18123,Perry,38.081436,-86.62654
IN,18125,Pike,38.397898,-87.232532
IN,18127,Porter,41.509922,-87.071308
IN,18129,Posey,38.027614,-87.868653
IN,18131,Pulaski,41.045272,-86.692538
IN,18133,Putnam,39.665545,-86.853325
IN,18135,Randolph,40.164414,-85.005004
IN,18137,Ripley,39.10023,-85.260541
IN,18139,Rush,39.622312,-85.466527
IN,18141,St. Joseph,41.617699,-86.288159
IN,18143,Scott,38.679431,-85.751898
IN,18145,Shelby,39.524135,-85.792174
IN,18147,Spencer,38.009789,-87.010645
IN,18149,Starke,41.28322,-86.64757
IN,18151,Steuben,41.643437,-85.002467
IN,18153,Sullivan,39.089225,-87.415843
IN,18155,Switzerland,38.825846,-85.029679
IN,18157,Tippecanoe,40.38926,-86.893943
IN,18159,Tipton,40.310229,-86.056207
IN,18161,Union,39.623111,-84.925152
IN,18163,Vanderburgh,38.02007,-87.586166
IN,18165,Vermillion,39.854045,-87.462071
IN,18167,Vigo,39.429143,-87.390375
IN,18169,Wabash,40.843717,-85.795175
IN,18171,Warren,40.352658,-87.375847
IN,18173,Warrick,38.097764,-87.272023
IN,18175,Washington,38.600613,-86.104751
IN,18177,Wayne,39.863091,-85.006735
IN,18179,Wells,40.735273,-85.212974
IN,18181,White,40.75095,-86.864293
IN,18183,Whitley,41.136426,-85.501892
IA,19001,Adair,41.328528,-94.478164
IA,19003,Adams,41.021656,-94.696906
IA,19005,Allamakee,43.274964,-91.382751
IA,19007,Appanoose,40.744683,-92.870345
IA,19009,Audubon,41.679178,-94.904312
IA,19011,Benton,42.092547,-92.05763
IA,19013,Black Hawk,42.472888,-92.306059
IA,19015,Boone,42.038601,-93.939138
IA,19017,Bremer,42.78089,-92.327586
IA,19019,Buchanan,42.470328,-91.838666
IA,19021,Buena Vista,42.741522,-95.141433
IA,19023,Butler,42.734708,-92.780066
IA,19025,Calhoun,42.38617,-94.643683
IA,19027,Carroll,42.039492,-94.867647
IA,19029,Cass,41.333824,-94.933302
IA,19031,Cedar,41.772355,-91.13219
IA,19033,Cerro Gordo,43.075171,-93.251266
IA,19035,Cherokee,42.742738,-95.633262
IA,19037,Chickasaw,43.059741,-92.31721
IA,19039,Clarke,41.029191,-93.784096
IA,19041,Clay,43.079822,-95.149726
IA,19043,Clayton,42.840998,-91.323511
IA,19045,Clinton,41.898073,-90.534243
IA,19047,Crawford,42.043119,-95.38909
IA,19049,Dallas,41.685321,-94.040707
IA,19051,Davis,40.748089,-92.410345
IA,19053,Decatur,40.736379,-93.78458
IA,19055,Delaware,42.473003,-91.359443
IA,19057,Des Moines,40.915339,-91.186925
IA,19059,Dickinson,43.389611,-95.196057
IA,19061,Dubuque,42.463481,-90.878771
IA,19063,Emmet,43.377984,-94.66937
IA,19065,Fayette,42.86445,-91.839373
IA,19067,Floyd,43.052741,-92.787367
IA,19069,Franklin,42.736549,-93.271425
IA,19071,Fremont,40.743726,-95.599516
IA,19073,Greene,42.042494,-94.388703
IA,19075,Grundy,42.403323,-92.790261
IA,19077,Guthrie,41.683573,-94.501272
IA,19079,Hamilton,42.390768,-93.709198
IA,19081,Hancock,43.075411,-93.743697
IA,19083,Hardin,42.389955,-93.241081
IA,19085,Harrison,41.688584,-95.827149
IA,19087,Henry,40.985864,-91.54427
IA,19089,Howard,43.365313,-92.321908
IA,19091,Humboldt,42.782221,-94.202775
IA,19093,Ida,42.39186,-95.507421
IA,19095,Iowa,41.683918,-92.059123
IA,19097,Jackson,42.164281,-90.574597
IA,19099,Jasper,41.685686,-93.052971
IA,19101,Jefferson,41.00688,-91.967137
IA,19103,Johnson,41.668737,-91.588812
IA,19105,Jones,42.125118,-91.116914
IA,19107,Keokuk,41.331182,-92.167721
IA,19109,Kossuth,43.212478,-94.213983
IA,19111,Lee,40.647588,-91.477157
IA,19113,Linn,42.077951,-91.597674
IA,19115,Louisa,41.218211,-91.256994
IA,19117,Lucas,41.033344,-93.331467
IA,19119,Lyon,43.38358,-96.207201
IA,19121,Madison,41.330622,-94.015184
IA,19123,Mahaska,41.330797,-92.636366
IA,19125,Marion,41.331455,-93.093849
IA,19127,Marshall,42.041691,-92.981452
IA,19129,Mills,41.033703,-95.619101
IA,19131,Mitchell,43.348564,-92.784466
IA,19133,Monona,42.049432,-95.956566
IA,19135,Monroe,41.028847,-92.869642
IA,19137,Montgomery,41.021735,-95.15779
IA,19139,Muscatine,41.483776,-91.118699
IA,19141,O'Brien,43.083746,-95.625624
IA,19143,Osceola,43.378542,-95.633788
IA,19145,Page,40.73909,-95.14429
IA,19147,Palo Alto,43.075854,-94.667297
IA,19149,Plymouth,42.737585,-96.215864
IA,19151,Pocahontas,42.734033,-94.678279
IA,19153,Polk,41.684281,-93.56972
IA,19155,Pottawattamie,41.340184,-95.544905
IA,19157,Poweshiek,41.684526,-92.522882
IA,19159,Ringgold,40.735334,-94.244251
IA,19161,Sac,42.387526,-95.105224
IA,19163,Scott,41.641679,-90.62229
IA,19165,Shelby,41.679014,-95.308917
IA,19167,Sioux,43.082854,-96.177929
IA,19169,Story,42.037538,-93.466093
IA,19171,Tama,42.074848,-92.529412
IA,19173,Taylor,40.737949,-94.697108
IA,19175,Union,41.02855,-94.245091
IA,19177,Van Buren,40.754117,-91.952943
IA,19179,Wapello,41.031263,-92.409482
IA,19181,Warren,41.336769,-93.564366
IA,19183,Washington,41.329401,-91.725052
IA,19185,Wayne,40.739983,-93.332613
IA,19187,Webster,42.434397,-94.179157
IA,19189,Winnebago,43.378124,-93.743488
IA,19191,Winneshiek,43.292989,-91.850788
IA,19193,Woodbury,42.39322,-96.053296
IA,19195,Worth,43.373491,-93.248533
IA,19197,Wright,42.733007,-93.734735
KS,20001,Allen,37.884229,-95.300945
KS,20003,Anderson,38.215114,-95.292046
KS,20005,Atchison,39.532544,-95.313398
KS,20007,Barber,37.222906,-98.685052
KS,20009,Barton,38.481239,-98.767837
KS,20011,Bourbon,37.8561,-94.850928
KS,20013,Brown,39.825931,-95.569905
KS,20015,Butler,37.773681,-96.838762
KS,20017,Chase,38.298553,-96.594064
KS,20019,Chautauqua,37.154259,-96.245396
KS,20021,Cherokee,37.169392,-94.845698
KS,20023,Cheyenne,39.789256,-101.727302
KS,20025,Clark,37.233831,-99.813869
KS,20027,Clay,39.344964,-97.168853
KS,20029,Cloud,39.487329,-97.64139
KS,20031,Coffey,38.23645,-95.729137
KS,20033,Comanche,37.189071,-99.254089
KS,20035,Cowley,37.234507,-96.837247
KS,20037,Crawford,37.505628,-94.853941
KS,20039,Decatur,39.783542,-100.459708
KS,20041,Dickinson,38.867735,-97.157943
KS,20043,Doniphan,39.788502,-95.147225
KS,20045,Douglas,38.896573,-95.290529
KS,20047,Edwards,37.883595,-99.304746
KS,20049,Elk,37.456026,-96.244642
KS,20051,Ellis,38.914596,-99.317329
KS,20053,Ellsworth,38.700845,-98.205355
KS,20055,Finney,38.049855,-100.739929
KS,20057,Ford,37.688365,-99.884734
KS,20059,Franklin,38.558019,-95.278962
KS,20061,Geary,39.002155,-96.768038
KS,20063,Gove,38.917239,-100.48736
KS,20065,Graham,39.349445,-99.880952
KS,20067,Grant,37.547537,-101.299362
KS,20069,Gray,37.744513,-100.451716
KS,20071,Greeley,38.480408,-101.805984
KS,20073,Greenwood,37.878659,-96.242232
KS,20075,Hamilton,37.995244,-101.793689
KS,20077,Harper,37.188184,-98.06659
KS,20079,Harvey,38.050144,-97.436707
KS,20081,Haskell,37.55855,-100.876869
KS,20083,Hodgeman,38.087493,-99.898407
KS,20085,Jackson,39.410989,-95.794509
KS,20087,Jefferson,39.239644,-95.375314
KS,20089,Jewell,39.77701,-98.222584
KS,20091,Johnson,38.883907,-94.82233
KS,20093,Kearny,37.994461,-101.308136
KS,20095,Kingman,37.552951,-98.144529
KS,20097,Kiowa,37.561231,-99.286539
KS,20099,Labette,37.191468,-95.297473
KS,20101,Lane,38.481286,-100.466185
KS,20103,Leavenworth,39.189511,-95.038977
KS,20105,Lincoln,39.047276,-98.214265
KS,20107,Linn,38.216549,-94.844932
KS,20109,Logan,38.91327,-101.157407
KS,20111,Lyon,38.455498,-96.161589
KS,20113,McPherson,38.395812,-97.647489
KS,20115,Marion,38.359647,-97.102771
KS,20117,Marshall,39.782709,-96.521243
KS,20119,Meade,37.243886,-100.360094
KS,20121,Miami,38.566772,-94.832963
KS,20123,Mitchell,39.393026,-98.207362
KS,20125,Montgomery,37.189537,-95.742403
KS,20127,Morris,38.687696,-96.644905
KS,20129,Morton,37.18525,-101.809516
KS,20131,Nemaha,39.791043,-96.005381
KS,20133,Neosho,37.564283,-95.315683
KS,20135,Ness,38.480437,-99.908745
KS,20137,Norton,39.783867,-99.899235
KS,20139,Osage,38.649706,-95.727275
KS,20141,Osborne,39.348649,-98.767876
KS,20143,Ottawa,39.137963,-97.654803
KS,20145,Pawnee,38.182873,-99.232154
KS,20147,Phillips,39.784506,-99.34215
KS,20149,Pottawatomie,39.382187,-96.337113
KS,20151,Pratt,37.647594,-98.74012
KS,20153,Rawlins,39.786198,-101.076738
KS,20155,Reno,37.948185,-98.078346
KS,20157,Republic,39.82891,-97.650921
KS,20159,Rice,38.347178,-98.201415
KS,20161,Riley,39.291211,-96.727489
KS,20163,Rooks,39.346006,-99.324492
KS,20165,Rush,38.523592,-99.309183
KS,20167,Russell,38.916839,-98.765638
KS,20169,Saline,38.786327,-97.650153
KS,20171,Scott,38.481877,-100.90636
KS,20173,Sedgwick,37.683807,-97.459451
KS,20175,Seward,37.180585,-100.854741
KS,20177,Shawnee,39.041805,-95.755664
KS,20179,Sheridan,39.350543,-100.441206
KS,20181,Sherman,39.351352,-101.719859
KS,20183,Smith,39.78466,-98.78543
KS,20185,Stafford,38.03563,-98.719889
KS,20187,Stanton,37.565932,-101.789383
KS,20189,Stevens,37.202356,-101.315796
KS,20191,Sumner,37.236663,-97.493349
KS,20193,Thomas,39.357706,-101.083439
KS,20195,Trego,38.921302,-99.865423
KS,20197,Wabaunsee,38.955154,-96.201262
KS,20199,Wallace,38.926626,-101.771103
KS,20201,Washington,39.776714,-97.095611
KS,20203,Wichita,38.481922,-101.347434
KS,20205,Wilson,37.558515,-95.745175
KS,20207,Woodson,37.888484,-95.757553
KS,20209,Wyandotte,39.115384,-94.763087
KY,21001,Adair,37.105541,-85.281401
KY,21003,Allen,36.75077,-86.192458
KY,21005,Anderson,38.005396,-84.986417
KY,21007,Ballard,37.05112,-89.009178
KY,21009,Barren,36.963614,-85.92499
KY,21011,Bath,38.152249,-83.737641
KY,21013,Bell,36.72268,-83.681046
KY,21015,Boone,38.974595,-84.731444
KY,21017,Bourbon,38.202562,-84.20986
KY,21019,Boyd,38.360004,-82.681406
KY,21021,Boyle,37.6182,-84.873016
KY,21023,Bracken,38.678523,-84.100355
KY,21025,Breathitt,37.521178,-83.322401
KY,21027,Breckinridge,37.778109,-86.432829
KY,21029,Bullitt,37.969572,-85.703036
KY,21031,Butler,37.207013,-86.682471
KY,21033,Caldwell,37.148643,-87.87051
KY,21035,Calloway,36.620978,-88.274086
KY,21037,Campbell,38.946981,-84.379583
KY,21039,Carlisle,36.857726,-88.975757
KY,21041,Carroll,38.668284,-85.124083
KY,21043,Carter,38.309555,-83.048821
KY,21045,Casey,37.321962,-84.92822
KY,21047,Christian,36.893388,-87.493554
KY,21049,Clark,37.970133,-84.144974
KY,21051,Clay,37.164466,-83.710763
KY,21053,Clinton,36.729124,-85.153499
KY,21055,Crittenden,37.358149,-88.10501
KY,21057,Cumberland,36.784227,-85.393499
KY,21059,Daviess,37.731671,-87.087139
KY,21061,Edmonson,37.227856,-86.217778
KY,21063,Elliott,38.116425,-83.097541
KY,21065,Estill,37.69246,-83.963927
KY,21067,Fayette,38.040157,-84.458443
KY,21069,Fleming,38.368431,-83.706152
KY,21071,Floyd,37.558283,-82.740337
KY,21073,Franklin,38.234919,-84.868786
KY,21075,Fulton,36.55262,-89.187723
KY,21077,Gallatin,38.760184,-84.862114
KY,21079,Garrard,37.630162,-84.545856
KY,21081,Grant,38.64921,-84.625946
KY,21083,Graves,36.723344,-88.649897
KY,21085,Grayson,37.458577,-86.344011
KY,21087,Green,37.269637,-85.561403
KY,21089,Greenup,38.563596,-82.933833
KY,21091,Hancock,37.843389,-86.792773
KY,21093,Hardin,37.695836,-85.963183
KY,21095,Harlan,36.859223,-83.221497
KY,21097,Harrison,38.443489,-84.332796
KY,21099,Hart,37.313856,-85.881995
KY,21101,Henderson,37.792542,-87.572577
KY,21103,Henry,38.451561,-85.120079
KY,21105,Hickman,36.675916,-88.97202
KY,21107,Hopkins,37.31107,-87.542196
KY,21109,Jackson,37.40332,-84.020686
KY,21111,Jefferson,38.189533,-85.657624
KY,21113,Jessamine,37.873291,-84.58396
KY,21115,Johnson,37.84926,-82.830639
KY,21117,Kenton,38.930477,-84.533492
KY,21119,Knott,37.354703,-82.949138
KY,21121,Knox,36.887476,-83.85563
KY,21123,Larue,37.545518,-85.697209
KY,21125,Laurel,37.113268,-84.119395
KY,21127,Lawrence,38.074459,-82.738305
KY,21129,Lee,37.605383,-83.718497
KY,21131,Leslie,37.087846,-83.388616
KY,21133,Letcher,37.118503,-82.861175
KY,21135,Lewis,38.532051,-83.373303
KY,21137,Lincoln,37.457257,-84.658074
KY,21139,Livingston,37.209517,-88.363426
KY,21141,Logan,36.859829,-86.881436
KY,21143,Lyon,37.023976,-88.083391
KY,21145,McCracken,37.053688,-88.712378
KY,21147,McCreary,36.731136,-84.491052
KY,21149,McLean,37.530575,-87.262931
KY,21151,Madison,37.723528,-84.277008
KY,21153,Magoffin,37.698954,-83.069716
KY,21155,Marion,37.552247,-85.269242
KY,21157,Marshall,36.882017,-88.332752
KY,21159,Martin,37.796774,-82.506623
KY,21161,Mason,38.594068,-83.828052
KY,21163,Meade,37.967476,-86.200863
KY,21165,Menifee,37.950715,-83.597345
KY,21167,Mercer,37.812085,-84.879695
KY,21169,Metcalfe,36.990394,-85.629554
KY,21171,Monroe,36.714077,-85.713508
KY,21173,Montgomery,38.038138,-83.912338
KY,21175,Morgan,37.92294,-83.258944
KY,21177,Muhlenberg,37.213816,-87.134092
KY,21179,Nelson,37.803188,-85.465955
KY,21181,Nicholas,38.337132,-84.025554
KY,21183,Ohio,37.477859,-86.844871
KY,21185,Oldham,38.400046,-85.456059
KY,21187,Owen,38.499603,-84.841509
KY,21189,Owsley,37.423452,-83.691566
KY,21191,Pendleton,38.690765,-84.354041
KY,21193,Perry,37.241282,-83.217772
KY,21195,Pike,37.482067,-82.402869
KY,21197,Powell,37.810379,-83.826985
KY,21199,Pulaski,37.108312,-84.579986
KY,21201,Robertson,38.513826,-84.063757
KY,21203,Rockcastle,37.36122,-84.314419
KY,21205,Rowan,38.205894,-83.425969
KY,21207,Russell,36.989127,-85.058976
KY,21209,Scott,38.289882,-84.579376
KY,21211,Shelby,38.239426,-85.22836
KY,21213,Simpson,36.740863,-86.581464
KY,21215,Spencer,38.026976,-85.321525
KY,21217,Taylor,37.365106,-85.326698
KY,21219,Todd,36.840338,-87.183642
KY,21221,Trigg,36.807681,-87.858652
KY,21223,Trimble,38.618193,-85.355171
KY,21225,Union,37.658029,-87.95165
KY,21227,Warren,36.995634,-86.423579
KY,21229,Washington,37.754209,-85.175416
KY,21231,Wayne,36.802011,-84.83044
KY,21233,Webster,37.520021,-87.685095
KY,21235,Whitley,36.758021,-84.14455
KY,21237,Wolfe,37.743774,-83.495068
KY,21239,Woodford,38.042789,-84.748147
LA,22001,Acadia,30.291497,-92.411037
LA,22003,Allen,30.652744,-92.819605
LA,22005,Ascension,30.202946,-90.910023
LA,22007,Assumption,29.899884,-91.050528
LA,22009,Avoyelles,31.085094,-91.993798
LA,22011,Beauregard,30.645018,-93.340253
LA,22013,Bienville,32.344268,-93.061513
LA,22015,Bossier,32.696202,-93.617977
LA,22017,Caddo,32.577195,-93.882423
LA,22019,Calcasieu,30.229559,-93.358015
LA,22021,Caldwell,32.101244,-92.11418
LA,22023,Cameron,29.871989,-93.165437
LA,22025,Catahoula,31.666517,-91.846703
LA,22027,Claiborne,32.827585,-92.991125
LA,22029,Concordia,31.469806,-91.626314
LA,22031,De Soto,32.059248,-93.740797
LA,22033,East Baton Rouge,30.544002,-91.093174
LA,22035,East Carroll,32.73017,-91.234141
LA,22037,East Feliciana,30.839784,-91.043434
LA,22039,Evangeline,30.720693,-92.404086
LA,22041,Franklin,32.138279,-91.672101
LA,22043,Grant,31.597787,-92.561716
LA,22045,Iberia,29.606013,-91.842706
LA,22047,Iberville,30.288394,-91.36315
LA,22049,Jackson,32.30448,-92.556672
LA,22051,Jefferson,29.5033,-90.036231
LA,22053,Jefferson Davis,30.269529,-92.816221
LA,22055,Lafayette,30.206507,-92.06417
LA,22057,Lafourche,29.491993,-90.394849
LA,22059,La Salle,31.680836,-92.161809
LA,22061,Lincoln,32.601148,-92.662082
LA,22063,Livingston,30.440419,-90.727474
LA,22065,Madison,32.365824,-91.240729
LA,22067,Morehouse,32.820008,-91.800399
LA,22069,Natchitoches,31.734982,-93.086106
LA,22071,Orleans,30.068636,-89.939007
LA,22073,Ouachita,32.477495,-92.154798
LA,22075,Plaquemines,29.402337,-89.298489
LA,22077,Pointe Coupee,30.708319,-91.604621
LA,22079,Rapides,31.193204,-92.535953
LA,22081,Red River,32.101213,-93.34905
LA,22083,Richland,32.418121,-91.758375
LA,22085,Sabine,31.560209,-93.559228
LA,22087,St. Bernard,29.91811,-89.263494
LA,22089,St. Charles,29.913833,-90.359314
LA,22091,St. Helena,30.821423,-90.70935
LA,22093,St. James,30.02482,-90.793956
LA,22095,St. John the Baptist,30.117471,-90.504677
LA,22097,St. Landry,30.583441,-91.989275
LA,22099,St. Martin,30.121433,-91.611481
LA,22101,St. Mary,29.629349,-91.463804
LA,22103,St. Tammany,30.410022,-89.951962
LA,22105,Tangipahoa,30.621581,-90.406633
LA,22107,Tensas,32.001489,-91.342576
LA,22109,Terrebonne,29.333266,-90.844191
LA,22111,Union,32.829349,-92.37565
LA,22113,Vermilion,29.786872,-92.29009
LA,22115,Vernon,31.110563,-93.18152
LA,22117,Washington,30.852144,-90.046253
LA,22119,Webster,32.732152,-93.339825
LA,22121,West Baton Rouge,30.464052,-91.309808
LA,22123,West Carroll,32.79248,-91.451998
LA,22125,West Feliciana,30.872701,-91.421008
LA,22127,Winn,31.941187,-92.641269
ME,23001,Androscoggin,44.167681,-70.207435
ME,23003,Aroostook,46.727057,-68.64941
ME,23005,Cumberland,43.808348,-70.330375
ME,23007,Franklin,44.973012,-70.444727
ME,23009,Hancock,44.564906,-68.370703
ME,23011,Kennebec,44.417012,-69.765764
ME,23013,Knox,44.042045,-69.038515
ME,23015,Lincoln,43.994265,-69.514029
ME,23017,Oxford,44.494585,-70.734688
ME,23019,Penobscot,45.390602,-68.657487
ME,23021,Piscataquis,45.917678,-69.104548
ME,23023,Sagadahoc,43.916694,-69.843994
ME,23025,Somerset,45.507482,-69.97604
ME,23027,Waldo,44.505361,-69.139678
ME,23029,Washington,44.967009,-67.609354
ME,23031,York,43.427239,-70.670402
MD,24001,Allegany,39.612309,-78.703108
MD,24003,Anne Arundel,38.993374,-76.560511
MD,24005,Baltimore,39.443167,-76.616569
MD,24009,Calvert,38.521358,-76.525864
MD,24011,Caroline,38.871531,-75.831631
MD,24013,Carroll,39.563189,-77.015512
MD,24015,Cecil,39.562352,-75.941584
MD,24017,Charles,38.472853,-77.015427
MD,24019,Dorchester,38.429196,-76.047433
MD,24021,Frederick,39.470427,-77.397627
MD,24023,Garrett,39.529871,-79.269416
MD,24025,Harford,39.537429,-76.299789
MD,24027,Howard,39.252264,-76.924406
MD,24029,Kent,39.239177,-76.1242
MD,24031,Montgomery,39.137382,-77.203063
MD,24033,Prince George's,38.82588,-76.847272
MD,24035,Queen Anne's,39.040693,-76.082405
MD,24037,St. Mary's,38.222666,-76.534271
MD,24039,Somerset,38.07445,-75.853323
MD,24041,Talbot,38.749427,-76.17913
MD,24043,Washington,39.603621,-77.814671
MD,24045,Wicomico,38.367389,-75.632206
MD,24047,Worcester,38.222133,-75.309932
MD,24510,Baltimore [9],39.300214,-76.610516
MA,25001,Barnstable,41.798819,-70.211083
MA,25003,Berkshire,42.375314,-73.213948
MA,25005,Bristol,41.748576,-71.087062
MA,25007,Dukes,41.380939,-70.701536
MA,25009,Essex,42.642711,-70.865107
MA,25011,Franklin,42.583791,-72.591655
MA,25013,Hampden,42.136198,-72.635648
MA,25015,Hampshire,42.339459,-72.663694
MA,25017,Middlesex,42.479477,-71.396507
MA,25019,Nantucket,41.305878,-70.14191
MA,25021,Norfolk,42.169703,-71.179875
MA,25023,Plymouth,41.987196,-70.741942
MA,25025,Suffolk,42.33196,-71.020173
MA,25027,Worcester,42.311693,-71.940282
MI,26001,Alcona,44.682535,-82.83408
MI,26003,Alger,47.080077,-86.564108
MI,26005,Allegan,42.595788,-86.634745
MI,26007,Alpena,44.894954,-83.426574
MI,26009,Antrim,45.005457,-85.175625
MI,26011,Arenac,44.03687,-83.740675
MI,26013,Baraga,46.696068,-88.356022
MI,26015,Barry,42.582811,-85.31455
MI,26017,Bay,43.699711,-83.978701
MI,26019,Benzie,44.648621,-86.494317
MI,26021,Berrien,41.792639,-86.741822
MI,26023,Branch,41.918585,-85.066523
MI,26025,Calhoun,42.24299,-85.012385
MI,26027,Cass,41.91624,-85.999457
MI,26029,Charlevoix,45.513164,-85.450392
MI,26031,Cheboygan,45.47612,-84.495271
MI,26033,Chippewa,46.321819,-84.52063
MI,26035,Clare,43.991137,-84.838325
MI,26037,Clinton,42.950455,-84.591695
MI,26039,Crawford,44.680208,-84.611132
MI,26041,Delta,45.805101,-86.901373
MI,26043,Dickinson,46.012823,-87.866119
MI,26045,Eaton,42.589614,-84.846524
MI,26047,Emmet,45.590094,-84.986822
MI,26049,Genesee,43.021077,-83.706372
MI,26051,Gladwin,43.98975,-84.389816
MI,26053,Gogebic,46.488054,-89.788314
MI,26055,Grand Traverse,44.718688,-85.553848
MI,26057,Gratiot,43.292326,-84.60469
